Wall time,Step,Value
1576032526.9726985,200,1979.3695068359375
1576032563.5245862,2200,1896.3782958984375
1576032601.518164,4200,1929.9339599609375
1576032640.0887415,6200,1932.3013916015625
1576032677.6149511,8200,1937.6962890625
1576032725.4232705,10200,1936.1400146484375
1576032764.1640563,12200,1934.79345703125
1576032802.827991,14200,1933.4970703125
1576032841.4803057,16200,1933.65576171875
1576032879.1241722,18200,1932.20947265625
1576032927.027608,20200,1929.3040771484375
1576032965.8356283,22200,1934.1273193359375
1576033004.6422467,24200,1929.0855712890625
1576033043.51258,26200,1929.7728271484375
1576033081.7402256,28200,1931.04638671875
1576033129.7160666,30200,1932.546142578125
1576033168.3012798,32200,1930.632080078125
1576033207.1800435,34200,1932.6165771484375
1576033246.3615124,36200,1934.703857421875
1576033284.4422204,38200,1938.1728515625
1576033333.038703,40200,1940.253662109375
1576033372.0691557,42200,1936.510986328125
1576033410.7911124,44200,1940.1676025390625
1576033449.8360999,46200,1939.9464111328125
1576033488.083378,48200,1936.765625
1576033536.6149127,50200,1935.26904296875
1576033575.7865436,52200,1940.148193359375
1576033615.167664,54200,1941.100341796875
1576033654.0683908,56200,1937.2457275390625
1576033692.4775243,58200,1936.732666015625
1576033741.0741086,60200,1937.8260498046875
1576033780.3464665,62200,1942.44189453125
1576033819.1758223,64200,1940.4368896484375
1576033858.065857,66200,1939.6483154296875
1576033896.2780616,68200,1940.9700927734375
1576033944.949163,70200,1943.122314453125
1576033984.3209822,72200,1942.0013427734375
1576034022.9721065,74200,1941.2845458984375
1576034062.0964215,76200,1942.98046875
1576034100.3919778,78200,1942.712646484375
1576034148.7571173,80200,1941.29296875
1576034188.1834953,82200,1941.7193603515625
1576034227.4676802,84200,1944.537109375
1576034266.6348183,86200,1945.2523193359375
1576034304.8184934,88200,1946.5283203125
1576034353.145775,90200,1946.951416015625
1576034392.558643,92200,1946.509033203125
1576034431.7586722,94200,1946.3939208984375
1576034470.9036021,96200,1947.270263671875
1576034509.1879833,98200,1946.0296630859375
1576034558.021728,100200,1947.7578125
1576034597.2833292,102200,1947.92724609375
1576034636.7336977,104200,1948.3492431640625
1576034675.999281,106200,1946.74560546875
1576034714.4588385,108200,1946.3831787109375
1576034762.894852,110200,1945.5703125
1576034802.2423892,112200,1947.4405517578125
1576034841.212947,114200,1949.5172119140625
1576034880.3317895,116200,1950.718017578125
1576034918.8555818,118200,1950.4801025390625
1576034966.9105368,120200,1951.5313720703125
1576035006.1666527,122200,1951.9693603515625
1576035045.4994924,124200,1950.45751953125
1576035084.8115394,126200,1952.2626953125
1576035123.0012248,128200,1952.8055419921875
1576035171.4643526,130200,1952.0345458984375
1576035210.8054123,132200,1949.747314453125
1576035249.95788,134200,1948.1229248046875
1576035288.7596738,136200,1946.2391357421875
1576035327.4904926,138200,1946.5338134765625
1576035376.0566292,140200,1947.5546875
1576035415.3338587,142200,1946.26025390625
1576035454.4892828,144200,1945.9530029296875
1576035493.4093812,146200,1945.292236328125
1576035531.9635081,148200,1942.7513427734375
1576035580.7595768,150200,1943.2623291015625
1576035620.0912652,152200,1943.0518798828125
1576035659.2789648,154200,1941.3258056640625
1576035698.590841,156200,1944.1156005859375
1576035737.2382658,158200,1942.477294921875
1576035785.5924098,160200,1940.0440673828125
1576035824.9606943,162200,1938.87841796875
1576035864.2389853,164200,1935.9012451171875
1576035903.3173544,166200,1938.0
1576035941.6303542,168200,1938.808837890625
1576035990.2144935,170200,1939.383056640625
1576036029.7384946,172200,1939.0150146484375
1576036068.763271,174200,1939.731689453125
