Wall time,Step,Value
1576065494.8536081,200,1999.9686279296875
1576065534.4684143,2200,1558.5859375
1576065589.3640625,4200,1554.5845947265625
1576065647.975978,6200,1551.0074462890625
1576065703.7887628,8200,1551.70556640625
1576065777.4846823,10200,1562.438232421875
1576065832.2634494,12200,1571.5289306640625
1576065889.9704967,14200,1576.4232177734375
1576065949.5308285,16200,1574.0579833984375
1576066007.3335807,18200,1577.9803466796875
1576066080.8874354,20200,1583.1182861328125
1576066135.9450722,22200,1589.2198486328125
1576066193.813631,24200,1589.4512939453125
1576066253.1521754,26200,1591.8994140625
1576066311.0467298,28200,1593.3359375
1576066382.8637059,30200,1590.3443603515625
1576066436.647789,32200,1590.524169921875
1576066496.0837457,34200,1595.217041015625
1576066554.9953403,36200,1596.8453369140625
1576066613.1573622,38200,1605.619384765625
1576066684.469611,40200,1604.4781494140625
1576066740.3664858,42200,1604.0203857421875
1576066800.0142007,44200,1605.23583984375
1576066860.5312347,46200,1604.512939453125
1576066918.7063236,48200,1609.5172119140625
1576066991.3809628,50200,1610.6885986328125
1576067047.1165767,52200,1606.7012939453125
1576067105.8570323,54200,1603.427001953125
1576067164.716066,56200,1610.685791015625
1576067222.1996927,58200,1605.200927734375
1576067293.8517933,60200,1602.2647705078125
1576067350.1415431,62200,1605.4635009765625
1576067407.476189,64200,1614.2528076171875
1576067466.2958915,66200,1616.4688720703125
1576067526.274784,68200,1611.7220458984375
1576067597.5057082,70200,1615.2728271484375
1576067654.296823,72200,1613.5576171875
1576067712.2972398,74200,1608.492919921875
1576067770.840344,76200,1604.2210693359375
1576067830.0122247,78200,1600.32373046875
1576067902.0104072,80200,1598.764404296875
1576067959.5361254,82200,1595.8662109375
1576068016.9050424,84200,1587.5855712890625
1576068076.7538757,86200,1590.0418701171875
1576068136.1866014,88200,1592.4324951171875
1576068209.2642813,90200,1594.269287109375
1576068266.6920483,92200,1601.0946044921875
1576068324.3121693,94200,1601.49658203125
1576068382.2305682,96200,1611.55908203125
1576068442.2316062,98200,1611.1053466796875
1576068513.2198296,100200,1612.273193359375
1576068571.6936376,102200,1615.67578125
1576068629.4073083,104200,1623.3843994140625
1576068689.065123,106200,1620.9212646484375
1576068748.1497526,108200,1623.02001953125
1576068819.235179,110200,1620.71875
1576068877.56194,112200,1618.6199951171875
1576068934.83512,114200,1623.328369140625
1576068994.404216,116200,1610.1971435546875
1576069053.1037729,118200,1618.1121826171875
1576069125.302709,120200,1612.0064697265625
1576069183.392837,122200,1613.5408935546875
1576069240.1980505,124200,1617.789794921875
1576069299.1624627,126200,1617.81103515625
1576069358.693998,128200,1615.9571533203125
1576069429.3188827,130200,1611.43896484375
1576069488.5026429,132200,1615.9278564453125
1576069543.8162415,134200,1614.7054443359375
1576069602.2805188,136200,1614.407470703125
1576069663.1202621,138200,1606.59619140625
1576069735.2668984,140200,1611.19091796875
1576069794.404147,142200,1614.15625
1576069850.3217745,144200,1602.207763671875
1576069909.559561,146200,1601.6749267578125
1576069968.9570692,148200,1603.161376953125
