Wall time,Step,Value
1576065542.723233,200,1952.5274658203125
1576065600.2366567,2200,1931.0269775390625
1576065658.0995524,4200,1903.05029296875
1576065712.2942145,6200,1910.84814453125
1576065767.2956803,8200,1904.4749755859375
1576065840.9839265,10200,1902.9970703125
1576065899.063575,12200,1908.56689453125
1576065955.5424554,14200,1915.1717529296875
1576066011.2107196,16200,1916.5128173828125
1576066067.7287576,18200,1920.9237060546875
1576066139.3380535,20200,1921.207275390625
1576066198.5116506,22200,1921.162353515625
1576066257.6639428,24200,1928.0230712890625
1576066314.7747567,26200,1927.3858642578125
1576066372.32061,28200,1932.466796875
1576066444.5197663,30200,1934.2244873046875
1576066504.2998018,32200,1930.421875
1576066561.8092694,34200,1926.44921875
1576066618.8220189,36200,1926.010986328125
1576066673.7131672,38200,1924.5325927734375
1576066747.331345,40200,1925.1427001953125
1576066806.1030686,42200,1927.31787109375
1576066864.1020505,44200,1923.4591064453125
1576066921.1323614,46200,1924.6669921875
1576066976.8079445,48200,1924.0755615234375
1576067049.9000988,50200,1921.8133544921875
1576067109.3639627,52200,1924.9171142578125
1576067170.060274,54200,1924.154052734375
1576067228.7371063,56200,1924.9285888671875
1576067283.5741582,58200,1925.4482421875
1576067358.311703,60200,1924.1715087890625
1576067418.32915,62200,1922.3348388671875
1576067477.9132795,64200,1925.2137451171875
1576067535.1437843,66200,1925.521240234375
1576067590.6313481,68200,1928.1451416015625
1576067665.096274,70200,1929.5152587890625
1576067725.4080465,72200,1930.881591796875
1576067786.1811917,74200,1933.5433349609375
1576067842.5193977,76200,1932.4512939453125
1576067898.1203303,78200,1930.0477294921875
1576067972.2527485,80200,1930.3984375
1576068031.6993847,82200,1932.4830322265625
1576068092.7249062,84200,1932.2528076171875
1576068149.6648612,86200,1930.3876953125
1576068205.099714,88200,1928.148193359375
1576068279.250764,90200,1926.6009521484375
1576068340.3284352,92200,1928.746826171875
1576068399.8311732,94200,1928.058349609375
1576068456.6280322,96200,1928.8642578125
1576068512.1938806,98200,1927.8751220703125
1576068586.61584,100200,1929.5860595703125
1576068645.0811145,102200,1927.83544921875
1576068703.7020519,104200,1923.996337890625
1576068762.326175,106200,1924.1005859375
1576068818.4577868,108200,1924.3829345703125
1576068891.4951432,110200,1928.463134765625
1576068951.2422075,112200,1926.826904296875
1576069012.2569513,114200,1922.81396484375
1576069069.3260846,116200,1923.66357421875
1576069124.799878,118200,1927.3426513671875
1576069199.480563,120200,1926.2607421875
1576069258.5695775,122200,1926.135009765625
1576069319.472914,124200,1930.2230224609375
1576069376.876657,126200,1930.9046630859375
1576069433.4702616,128200,1924.67041015625
1576069509.0118492,130200,1922.109375
1576069569.435293,132200,1922.1685791015625
1576069629.7808337,134200,1928.7509765625
1576069684.415555,136200,1927.0592041015625
1576069742.9528124,138200,1923.949951171875
1576069816.5055273,140200,1924.724609375
1576069876.321617,142200,1925.4327392578125
1576069935.0269027,144200,1925.7415771484375
1576069991.2621038,146200,1925.1016845703125
1576070046.1480012,148200,1927.202392578125
1576070119.6619897,150200,1927.2872314453125
1576070178.38741,152200,1924.6951904296875
1576070238.6381822,154200,1922.1373291015625
1576070298.5570123,156200,1923.1466064453125
1576070354.0603926,158200,1928.6436767578125
1576070427.169908,160200,1930.0948486328125
1576070486.2916615,162200,1927.2529296875
1576070544.9193976,164200,1926.324462890625
1576070601.9013968,166200,1927.3709716796875
1576070656.2403345,168200,1931.1005859375
1576070729.232695,170200,1932.7724609375
