Wall time,Step,Value
1575436027.6386337,200,1698.4398193359375
1575436052.7421267,2200,1568.414794921875
1575436080.8791542,4200,1579.40771484375
1575436108.9807856,6200,1616.807373046875
1575436137.37482,8200,1632.31689453125
1575436173.4446554,10200,1644.88720703125
1575436201.821911,12200,1654.16015625
1575436230.0974803,14200,1658.524658203125
1575436258.395984,16200,1663.84912109375
1575436287.157454,18200,1658.497802734375
1575436322.9686089,20200,1658.5513916015625
1575436351.593268,22200,1667.557861328125
1575436380.0699697,24200,1677.3404541015625
1575436408.7521625,26200,1679.431884765625
1575436437.645867,28200,1679.6932373046875
1575436474.2511473,30200,1681.310302734375
1575436503.4226937,32200,1682.40869140625
1575436531.9900553,34200,1684.3873291015625
1575436560.295708,36200,1687.2423095703125
1575436588.7068672,38200,1700.487548828125
1575436625.6035142,40200,1706.5738525390625
1575436654.821779,42200,1714.385009765625
1575436684.098064,44200,1719.638427734375
1575436713.362572,46200,1723.9608154296875
1575436742.204195,48200,1733.4080810546875
1575436779.166062,50200,1739.480712890625
1575436808.2576356,52200,1753.2269287109375
1575436836.8569984,54200,1767.8916015625
1575436866.151958,56200,1780.501708984375
1575436895.5876784,58200,1794.1693115234375
1575436932.2629173,60200,1807.219970703125
1575436961.1885407,62200,1824.694580078125
1575436991.221279,64200,1841.9163818359375
1575437020.3090696,66200,1857.7513427734375
1575437049.1434658,68200,1869.5015869140625
1575437085.3929417,70200,1883.3780517578125
1575437114.467502,72200,1888.90625
1575437143.9118695,74200,1890.6053466796875
1575437172.9974346,76200,1894.1480712890625
1575437202.0019398,78200,1895.9447021484375
1575437238.7255135,80200,1896.7674560546875
1575437267.7490065,82200,1900.429931640625
1575437296.708143,84200,1899.673583984375
1575437325.6932309,86200,1899.728759765625
1575437355.5498855,88200,1899.008056640625
1575437392.46802,90200,1898.532958984375
1575437422.0371034,92200,1898.84326171875
1575437451.0858417,94200,1901.5548095703125
1575437479.8558207,96200,1903.525634765625
1575437509.3243058,98200,1905.5836181640625
1575437546.0561826,100200,1912.2109375
1575437576.21241,102200,1907.94677734375
1575437605.424013,104200,1910.28076171875
1575437635.0135415,106200,1911.4837646484375
1575437664.5375078,108200,1914.3895263671875
1575437701.3765001,110200,1914.4566650390625
1575437731.087037,112200,1914.6492919921875
1575437760.389951,114200,1916.923095703125
1575437789.237827,116200,1920.3878173828125
1575437818.3711205,118200,1916.0047607421875
1575437855.0988936,120200,1915.488037109375
1575437884.63253,122200,1917.020751953125
1575437914.0580113,124200,1916.26123046875
1575437943.3107889,126200,1911.4345703125
1575437972.1562471,128200,1912.3812255859375
1575438008.7464254,130200,1914.899658203125
1575438038.5638728,132200,1915.0477294921875
1575438068.2457445,134200,1915.21044921875
1575438097.730216,136200,1911.65625
1575438127.4345243,138200,1911.50732421875
1575438164.1645427,140200,1913.004638671875
1575438194.0113049,142200,1914.59814453125
1575438223.2878246,144200,1913.611083984375
1575438252.482061,146200,1917.185302734375
1575438282.1924994,148200,1916.4744873046875
1575438319.6058276,150200,1916.253173828125
1575438349.118145,152200,1918.57763671875
1575438378.383733,154200,1915.4384765625
1575438408.1048353,156200,1914.765380859375
1575438437.3425949,158200,1917.9500732421875
1575438474.5980523,160200,1916.3892822265625
1575438505.0480611,162200,1916.4029541015625
1575438535.030674,164200,1916.177978515625
1575438564.9560742,166200,1914.3193359375
1575438594.3410811,168200,1914.0343017578125
1575438631.7699027,170200,1913.9576416015625
1575438661.2405822,172200,1912.734130859375
1575438691.0824628,174200,1916.0703125
1575438720.5138187,176200,1920.7637939453125
1575438749.763646,178200,1918.1357421875
1575438786.779869,180200,1915.690673828125
1575438816.8219612,182200,1915.13720703125
1575438846.4857674,184200,1916.9930419921875
1575438875.8703723,186200,1919.5743408203125
1575438905.5967896,188200,1918.6351318359375
1575438942.857553,190200,1916.2279052734375
1575438972.0849698,192200,1913.502685546875
1575439000.9749079,194200,1912.4765625
1575439030.4415488,196200,1911.0791015625
1575439059.6314447,198200,1917.1180419921875
1575439097.1282327,200200,1920.3056640625
1575439126.7914288,202200,1919.5718994140625
1575439156.722274,204200,1915.9422607421875
1575439185.9904313,206200,1916.8123779296875
1575439215.3425996,208200,1918.083740234375
1575439252.4337423,210200,1916.9102783203125
1575439282.7914712,212200,1922.292236328125
1575439313.0990055,214200,1923.568359375
1575439342.0277424,216200,1923.0511474609375
1575439371.7526658,218200,1921.4417724609375
1575439409.5924783,220200,1919.007568359375
1575439439.703913,222200,1918.2125244140625
1575439469.948783,224200,1920.0567626953125
1575439499.3143303,226200,1917.698974609375
1575439528.9263635,228200,1919.3370361328125
1575439565.6919506,230200,1922.38671875
1575439595.6390746,232200,1920.7225341796875
1575439625.3582225,234200,1917.1942138671875
1575439654.7846808,236200,1916.8282470703125
1575439684.0584118,238200,1915.20458984375
1575439721.2312021,240200,1916.80078125
1575439751.686802,242200,1919.52734375
1575439781.60945,244200,1922.8660888671875
1575439811.7558987,246200,1922.2088623046875
1575439842.1040833,248200,1920.4150390625
1575439879.5125716,250200,1918.0948486328125
1575439910.0421548,252200,1917.4658203125
1575439940.1161075,254200,1917.9754638671875
1575439969.651499,256200,1919.63525390625
1575439999.1273115,258200,1920.58740234375
1575440036.4337916,260200,1921.54296875
1575440066.4643135,262200,1921.612060546875
1575440096.4237874,264200,1918.95263671875
1575440126.6217823,266200,1920.4398193359375
1575440156.646902,268200,1921.1700439453125
1575440194.6164408,270200,1924.0457763671875
1575440224.3991995,272200,1923.541259765625
1575440254.1414292,274200,1927.570068359375
1575440284.107402,276200,1925.0953369140625
1575440313.670832,278200,1923.507568359375
1575440350.6494439,280200,1920.187255859375
1575440380.4879858,282200,1917.875244140625
1575440410.4828248,284200,1915.3382568359375
1575440440.4777458,286200,1914.8568115234375
1575440470.0061738,288200,1914.6904296875
1575440506.7555394,290200,1914.6363525390625
1575440536.6842098,292200,1913.729736328125
1575440566.1690784,294200,1912.9796142578125
1575440595.768596,296200,1913.2474365234375
1575440625.6362114,298200,1911.749267578125
1575440663.0320055,300200,1914.3861083984375
1575440693.2962403,302200,1915.3349609375
1575440723.3898058,304200,1919.536865234375
1575440753.0542157,306200,1921.35546875
1575440782.8541667,308200,1920.155029296875
1575440819.5698793,310200,1916.95751953125
1575440849.7286057,312200,1919.9974365234375
1575440879.9287112,314200,1920.6982421875
1575440909.9863546,316200,1919.04833984375
1575440939.6131182,318200,1924.3448486328125
1575440977.0463111,320200,1925.379638671875
1575441006.9632144,322200,1926.32373046875
1575441037.2916074,324200,1924.7821044921875
1575441067.2610524,326200,1923.96826171875
1575441097.0009222,328200,1923.829833984375
1575441134.9827576,330200,1927.0108642578125
1575441165.2038174,332200,1925.3734130859375
1575441195.4834733,334200,1922.6304931640625
1575441224.8918133,336200,1922.8824462890625
1575441254.465968,338200,1921.519287109375
1575441291.8564117,340200,1917.994140625
1575441322.290347,342200,1916.177490234375
1575441352.2822247,344200,1917.659912109375
1575441381.6622996,346200,1919.416259765625
1575441410.853784,348200,1921.698974609375
1575441447.8757849,350200,1921.01513671875
1575441477.5794103,352200,1919.40380859375
1575441506.930645,354200,1923.5526123046875
1575441536.7662485,356200,1924.083984375
1575441566.7099464,358200,1924.5919189453125
1575441604.1506739,360200,1926.8712158203125
1575441634.3996696,362200,1929.138671875
1575441664.2202806,364200,1928.1143798828125
1575441693.6404622,366200,1926.1046142578125
1575441723.2975144,368200,1924.769287109375
1575441760.2576673,370200,1925.8468017578125
1575441790.4037259,372200,1924.8848876953125
1575441819.9632213,374200,1922.8673095703125
1575441849.3755481,376200,1923.161865234375
1575441879.2362082,378200,1920.4781494140625
1575441916.27682,380200,1922.558349609375
1575441945.9069943,382200,1920.5340576171875
1575441976.0033886,384200,1921.2664794921875
1575442005.532482,386200,1920.9381103515625
