Wall time,Step,Value
1575320235.0621014,200,1551.3890380859375
1575320264.0995936,2200,1581.6773681640625
1575320293.6930008,4200,1582.4014892578125
1575320323.295008,6200,1570.590087890625
1575320353.2752771,8200,1578.4200439453125
1575320390.2747357,10200,1570.750244140625
1575320420.6578457,12200,1580.7266845703125
1575320450.0910797,14200,1574.4908447265625
1575320480.2292523,16200,1575.839111328125
1575320510.421053,18200,1571.7667236328125
1575320547.736113,20200,1577.8094482421875
1575320578.3632627,22200,1581.196044921875
1575320608.0490427,24200,1586.056640625
1575320638.1465328,26200,1599.298095703125
1575320668.1809127,28200,1595.1346435546875
1575320705.6006796,30200,1596.4573974609375
1575320735.9123461,32200,1594.9521484375
1575320766.2428007,34200,1600.8699951171875
1575320796.8170094,36200,1604.3431396484375
1575320827.1183934,38200,1608.1231689453125
1575320864.9838245,40200,1599.8963623046875
1575320895.686684,42200,1601.841796875
1575320926.239161,44200,1600.613037109375
1575320956.9611366,46200,1591.265625
1575320987.4612756,48200,1594.928955078125
1575321025.5241346,50200,1601.5098876953125
1575321056.677362,52200,1599.7783203125
1575321086.9222329,54200,1609.450439453125
1575321117.292846,56200,1608.1998291015625
1575321147.669742,58200,1609.7359619140625
1575321185.8789642,60200,1616.7930908203125
1575321217.0944653,62200,1610.498291015625
1575321247.4318347,64200,1603.3709716796875
1575321278.0508037,66200,1615.4505615234375
1575321309.0734878,68200,1607.3804931640625
1575321347.0654597,70200,1599.8365478515625
1575321377.7352796,72200,1603.778076171875
1575321408.446256,74200,1588.9068603515625
1575321438.6046188,76200,1583.1185302734375
1575321469.5410528,78200,1577.5980224609375
1575321507.8734975,80200,1572.2120361328125
1575321538.8505766,82200,1575.361328125
1575321569.636338,84200,1573.22265625
1575321600.246372,86200,1558.6705322265625
1575321631.1799867,88200,1562.25634765625
1575321669.4055502,90200,1563.976318359375
1575321700.8083522,92200,1558.4541015625
1575321731.5054255,94200,1554.1767578125
1575321762.5916445,96200,1563.03076171875
1575321793.6021283,98200,1562.0845947265625
1575321832.0604365,100200,1559.5341796875
1575321863.225334,102200,1555.767578125
1575321894.3060377,104200,1559.4371337890625
1575321925.2945266,106200,1561.4754638671875
1575321956.1660404,108200,1566.6895751953125
1575321994.2963865,110200,1565.03564453125
1575322024.7942772,112200,1572.055908203125
1575322055.9122498,114200,1586.3975830078125
1575322086.8568008,116200,1578.5096435546875
1575322117.4752367,118200,1576.998291015625
1575322155.296036,120200,1575.849609375
1575322186.7371356,122200,1573.900390625
1575322217.3098414,124200,1572.94580078125
1575322248.3310573,126200,1573.53515625
1575322279.194477,128200,1568.7132568359375
1575322317.4561012,130200,1579.6561279296875
1575322348.3702765,132200,1569.164306640625
1575322379.3937278,134200,1570.69970703125
1575322410.7382293,136200,1576.0537109375
1575322441.71238,138200,1583.8316650390625
1575322479.8158045,140200,1595.7490234375
1575322511.6631134,142200,1597.9183349609375
1575322542.4935925,144200,1599.9974365234375
1575322573.6095695,146200,1606.402099609375
1575322604.833528,148200,1607.5872802734375
1575322643.0263004,150200,1606.99072265625
1575322674.3399286,152200,1615.189697265625
1575322705.5912828,154200,1607.3804931640625
1575322736.1271875,156200,1598.8028564453125
1575322767.212217,158200,1603.047607421875
1575322805.7799983,160200,1599.5025634765625
1575322837.1024272,162200,1602.7093505859375
1575322868.0447783,164200,1602.559814453125
1575322899.1350255,166200,1595.1678466796875
1575322929.938616,168200,1597.5313720703125
1575322968.4381082,170200,1588.2593994140625
1575322999.6198132,172200,1584.584716796875
1575323030.4369295,174200,1599.18603515625
1575323061.6312184,176200,1603.83447265625
1575323092.6621227,178200,1611.2882080078125
1575323131.2243793,180200,1605.30224609375
1575323162.4542558,182200,1607.3466796875
1575323193.517758,184200,1605.4329833984375
1575323224.478661,186200,1610.8804931640625
1575323255.5071108,188200,1606.5069580078125
1575323293.8195224,190200,1608.2451171875
1575323324.990553,192200,1602.44775390625
1575323356.1923347,194200,1592.4888916015625
1575323387.4582381,196200,1596.584228515625
1575323418.4166894,198200,1587.60302734375
1575323456.998562,200200,1587.2755126953125
1575323488.510819,202200,1581.611328125
1575323519.869965,204200,1584.525146484375
1575323551.1270106,206200,1579.0384521484375
1575323582.031394,208200,1582.1766357421875
1575323620.515661,210200,1589.1331787109375
1575323651.7016754,212200,1595.225830078125
1575323682.8113482,214200,1597.5684814453125
