Wall time,Step,Value
1576302446.7973669,200,1744.3931884765625
1576302482.9268885,2200,1904.112548828125
1576302518.747337,4200,1901.1397705078125
1576302554.8027442,6200,1880.329345703125
1576302591.4492106,8200,1878.6480712890625
1576302643.3347983,10200,1870.6474609375
1576302680.08362,12200,1871.8277587890625
1576302717.0994706,14200,1874.3990478515625
1576302753.4417667,16200,1876.8922119140625
1576302789.309855,18200,1876.9822998046875
1576302839.6348512,20200,1880.6337890625
1576302876.388441,22200,1875.3699951171875
1576302914.062984,24200,1881.0263671875
1576302950.528216,26200,1888.4134521484375
1576302987.2480905,28200,1888.9376220703125
1576303038.642896,30200,1888.72021484375
1576303074.8773527,32200,1893.0384521484375
1576303114.9291286,34200,1893.8948974609375
1576303155.6255589,36200,1891.840087890625
1576303194.127529,38200,1889.7186279296875
1576303248.7414231,40200,1889.849853515625
1576303288.3008428,42200,1893.49853515625
1576303328.922154,44200,1888.2025146484375
1576303369.6200223,46200,1885.759765625
1576303408.8027399,48200,1886.310302734375
1576303463.881971,50200,1889.40234375
1576303504.1174989,52200,1887.9884033203125
1576303544.3336365,54200,1887.700439453125
1576303584.057703,56200,1888.463623046875
1576303623.577789,58200,1896.42822265625
1576303678.2945497,60200,1891.7132568359375
1576303719.5066576,62200,1891.0997314453125
1576303759.998202,64200,1893.986083984375
1576303800.7616868,66200,1897.361328125
1576303839.5495734,68200,1897.652099609375
1576303894.7988358,70200,1900.8436279296875
1576303943.7516017,72200,1902.83984375
1576303992.182156,74200,1903.7576904296875
1576304030.854343,76200,1905.4559326171875
1576304067.2956362,78200,1901.2833251953125
1576304119.6063702,80200,1902.68994140625
1576304158.2939076,82200,1898.426513671875
1576304195.9792,84200,1896.46142578125
1576304234.0701048,86200,1893.5341796875
1576304270.9005904,88200,1893.430908203125
1576304322.3224,90200,1894.3992919921875
1576304359.8909845,92200,1891.0830078125
1576304397.8074262,94200,1892.3736572265625
1576304435.3209388,96200,1890.4693603515625
1576304471.9860313,98200,1891.571044921875
1576304523.6930854,100200,1892.3504638671875
1576304561.1020846,102200,1897.688232421875
1576304598.1127803,104200,1894.867919921875
1576304635.6907094,106200,1895.2440185546875
1576304671.8108256,108200,1897.2047119140625
1576304723.76241,110200,1896.3280029296875
1576304761.2066302,112200,1896.213134765625
1576304798.4849668,114200,1891.209228515625
1576304836.056747,116200,1890.341552734375
1576304873.1400852,118200,1890.9923095703125
1576304924.4707708,120200,1893.0828857421875
1576304962.0954604,122200,1889.8052978515625
1576305000.1185894,124200,1895.9327392578125
1576305043.5780787,126200,1895.0772705078125
1576305083.0031347,128200,1892.3680419921875
1576305140.4174967,130200,1891.8409423828125
1576305181.8635876,132200,1892.9599609375
1576305221.9375677,134200,1892.875
1576305260.72607,136200,1893.987060546875
1576305297.9857888,138200,1889.4383544921875
1576305352.2128162,140200,1893.500244140625
1576305391.166944,142200,1898.7215576171875
1576305429.9705775,144200,1894.966796875
1576305468.8652825,146200,1898.09423828125
1576305507.0478468,148200,1898.21826171875
1576305559.8533084,150200,1896.3594970703125
1576305598.7917826,152200,1899.931884765625
1576305636.753646,154200,1904.1268310546875
1576305677.754765,156200,1907.0694580078125
1576305715.7642999,158200,1909.2586669921875
1576305770.0729525,160200,1901.792724609375
1576305807.5860028,162200,1898.2943115234375
1576305846.8571684,164200,1897.9676513671875
1576305885.4444778,166200,1894.344482421875
1576305923.8349862,168200,1895.1212158203125
1576305976.8788831,170200,1899.1365966796875
1576306016.0170565,172200,1899.977294921875
1576306057.1081147,174200,1899.3895263671875
1576306096.2520132,176200,1897.4617919921875
1576306134.8494782,178200,1903.2965087890625
1576306187.1473653,180200,1905.3990478515625
1576306225.0996165,182200,1900.7606201171875
1576306263.1847012,184200,1896.9725341796875
1576306301.9348485,186200,1900.0709228515625
1576306339.131295,188200,1902.432861328125
1576306392.0174365,190200,1903.8050537109375
1576306430.9825423,192200,1898.861083984375
1576306468.5759394,194200,1900.2059326171875
1576306506.3511255,196200,1899.7864990234375
1576306545.0401266,198200,1890.2764892578125
1576306598.588577,200200,1890.584228515625
1576306638.2464232,202200,1893.892822265625
1576306676.886675,204200,1897.1212158203125
1576306714.6451573,206200,1900.810546875
1576306751.1185415,208200,1901.2359619140625
1576306804.6325593,210200,1897.2872314453125
1576306843.267774,212200,1896.8834228515625
1576306881.5769355,214200,1896.146728515625
1576306920.4034724,216200,1900.7237548828125
1576306958.1402159,218200,1904.2225341796875
